Fiscal Year,TIF Number,TIF Name,Period,Amount
2003,T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Ending Balance,4125757
2003,T-046,West Grand,Beginning Balance,373305
2003,T-046,West Grand,Ending Balance,246767
2003,T-083,West Irving Park,Beginning Balance,2131688
2003,T-083,West Irving Park,Ending Balance,2477460
2003,T-050,West Pullman Industrial Park Conservation Area,Beginning Balance,347
2003,T-050,West Pullman Industrial Park Conservation Area,Ending Balance,366
2003,T-047,West Ridge/Peterson,Beginning Balance,2391627
2003,T-047,West Ridge/Peterson,Ending Balance,2586871
2003,T-084,Western Avenue North,Beginning Balance,2147775
2003,T-084,Western Avenue North,Ending Balance,3106018
2003,T-085,Western Avenue South,Beginning Balance,502496
2003,T-085,Western Avenue South,Ending Balance,4434836
2003,T-048,Western/Ogden,Beginning Balance,669341
2003,T-048,Western/Ogden,Ending Balance,2502175
2003,T-110,Wilson Yard,Beginning Balance,1636337
2003,T-110,Wilson Yard,Ending Balance,3440691
2003,T-065,Woodlawn,Beginning Balance,99657
2003,T-065,Woodlawn,Ending Balance,544100
2002,T-111,105th/Vincennes,Beginning Balance,0
2002,T-111,105th/Vincennes,Ending Balance,0
2002,T-073,111th Street/Kedzie Avenue Business District,Beginning Balance,444984
2002,T-073,111th Street/Kedzie Avenue Business District,Ending Balance,298391
2002,T-114,119th and Halsted,Beginning Balance,0
2002,T-114,119th and Halsted,Ending Balance,0
2002,T-125,119th/I-57,Beginning Balance,0
2002,T-125,119th/I-57,Ending Balance,0
2002,T-010,126th and Torrence,Beginning Balance,1
2002,T-010,126th and Torrence,Ending Balance,1
2002,T-072,24th/Michigan,Beginning Balance,330236
2002,T-072,24th/Michigan,Ending Balance,618325
2002,T-051,26th/Kostner,Beginning Balance,19865
2002,T-051,26th/Kostner,Ending Balance,41154
2002,T-079,35th and Wallace,Beginning Balance,56935
2002,T-079,35th and Wallace,Ending Balance,94570
2002,T-001,35th/Halsted,Beginning Balance,1170976
2002,T-001,35th/Halsted,Ending Balance,1349576
2002,T-055,43rd/Cottage Grove,Beginning Balance,384127
2002,T-055,43rd/Cottage Grove,Ending Balance,827184
2002,T-003,43rd/Damen,Beginning Balance,798407
2002,T-003,43rd/Damen,Ending Balance,22214
2002,T-120,45th/Western Industrial Park Conservation Area,Beginning Balance,0
2002,T-120,45th/Western Industrial Park Conservation Area,Ending Balance,0
2002,T-117,47th/Ashland,Beginning Balance,0
2002,T-117,47th/Ashland,Ending Balance,0
2002,T-121,47th/Halsted,Beginning Balance,0
2002,T-121,47th/Halsted,Ending Balance,0
2002,T-118,47th/King Drive,Beginning Balance,0
2002,T-118,47th/King Drive,Ending Balance,0
2002,T-004,49th Street/St. Lawrence Avenue,Beginning Balance,102130
2002,T-004,49th Street/St. Lawrence Avenue,Ending Balance,149031
2002,T-097,51st/Archer,Beginning Balance,1895
2002,T-097,51st/Archer,Ending Balance,99084
2002,T-105,53rd Street,Beginning Balance,0
2002,T-105,53rd Street,Ending Balance,159997
2002,T-005,60th and Western,Beginning Balance,719209
2002,T-005,60th and Western,Ending Balance,735376
2002,T-098,63rd/Pulaski,Beginning Balance,50452
2002,T-098,63rd/Pulaski,Ending Balance,517377
2002,T-124,67th/Cicero,Beginning Balance,0
2002,T-124,67th/Cicero,Ending Balance,0
2002,T-060,71st/Stony Island,Beginning Balance,286394
2002,T-060,71st/Stony Island,Ending Balance,1051676
2002,T-006,72nd and Cicero,Beginning Balance,563745
2002,T-006,72nd and Cicero,Ending Balance,182468
2002,T-007,73rd and Kedzie,Beginning Balance,298231
2002,T-007,73rd and Kedzie,Ending Balance,338716
2002,T-056,79th Street Corridor,Beginning Balance,593810
2002,T-056,79th Street Corridor,Ending Balance,728419
2002,T-112,79th Street/Southwest Highway,Beginning Balance,0
2002,T-112,79th Street/Southwest Highway,Ending Balance,0
2002,T-127,87th/Cottage Grove,Beginning Balance,0
2002,T-127,87th/Cottage Grove,Ending Balance,0
2002,T-049,89th and State,Beginning Balance,248762
2002,T-049,89th and State,Ending Balance,584477
2002,T-009,95th and Western,Beginning Balance,1681626
2002,T-009,95th and Western,Ending Balance,1713325
2002,T-008,95th Street and Stony Island,Beginning Balance,1136618
2002,T-008,95th Street and Stony Island,Ending Balance,1239791
2002,T-011,Addison Corridor North,Beginning Balance,406868
2002,T-011,Addison Corridor North,Ending Balance,805864
2002,T-080,Addison/Kimball,Beginning Balance,9925
2002,T-080,Addison/Kimball,Ending Balance,21916
2002,T-067,Archer Courts,Beginning Balance,0
2002,T-067,Archer Courts,Ending Balance,175853
2002,T-099,Archer/Central,Beginning Balance,0
2002,T-099,Archer/Central,Ending Balance,175853
2002,T-123,Avalon Park/South Shore,Beginning Balance,0
2002,T-123,Avalon Park/South Shore,Ending Balance,0
2002,T-081,Belmont/Central,Beginning Balance,0
2002,T-081,Belmont/Central,Ending Balance,217735
2002,T-082,Belmont/Cicero,Beginning Balance,164206
2002,T-082,Belmont/Cicero,Ending Balance,337873
2002,T-012,Bloomingdale/Laramie,Beginning Balance,449
2002,T-012,Bloomingdale/Laramie,Ending Balance,453
2002,T-061,Bronzeville,Beginning Balance,144686
2002,T-061,Bronzeville,Ending Balance,397250
2002,T-013,Bryn Mawr/Broadway,Beginning Balance,1333915
2002,T-013,Bryn Mawr/Broadway,Ending Balance,1466570
2002,T-059,Calumet Avenue/Cermak Road,Beginning Balance,617892
2002,T-059,Calumet Avenue/Cermak Road,Ending Balance,1242157
2002,T-063,Canal/Congress,Beginning Balance,1568397
2002,T-063,Canal/Congress,Ending Balance,2718586
2002,T-014,Central Loop,Beginning Balance,184293093
2002,T-014,Central Loop,Ending Balance,129779350
2002,T-086,Central West,Beginning Balance,3802488
2002,T-086,Central West,Ending Balance,4674405
2002,T-015,Chatham-Ridge,Beginning Balance,10304591
2002,T-015,Chatham-Ridge,Ending Balance,27440308
2002,T-115,Chicago/Central Park,Beginning Balance,0
2002,T-115,Chicago/Central Park,Ending Balance,0
2002,T-094,Chicago/Kingsbury,Beginning Balance,177712
2002,T-094,Chicago/Kingsbury,Ending Balance,780034
2002,T-016,Chinatown Basin,Beginning Balance,2501012
2002,T-016,Chinatown Basin,Ending Balance,3460503
2002,T-096,Cicero/Archer,Beginning Balance,57474
2002,T-096,Cicero/Archer,Ending Balance,236178
2002,T-074,Clark Street and Ridge Avenue,Beginning Balance,201306
2002,T-074,Clark Street and Ridge Avenue,Ending Balance,279772
2002,T-070,Clark/Montrose,Beginning Balance,1440170
2002,T-070,Clark/Montrose,Ending Balance,1519798
2002,T-128,Commercial Avenue,Beginning Balance,0
2002,T-128,Commercial Avenue,Ending Balance,0
2002,T-076,Devon/Western,Beginning Balance,331537
2002,T-076,Devon/Western,Ending Balance,578446
2002,T-107,Division/Homan,Beginning Balance,0
2002,T-107,Division/Homan,Ending Balance,31207
2002,T-018,Division/North Branch,Beginning Balance,377929
2002,T-018,Division/North Branch,Ending Balance,434096
2002,T-017,Division-Hooker,Beginning Balance,106840
2002,T-017,Division-Hooker,Ending Balance,338027
2002,T-122,Drexel Boulevard,Beginning Balance,0
2002,T-122,Drexel Boulevard,Ending Balance,0
2002,T-019,Eastman/North Branch,Beginning Balance,648242
2002,T-019,Eastman/North Branch,Ending Balance,-11570
2002,T-020,Edgewater,Beginning Balance,1164711
2002,T-020,Edgewater,Ending Balance,1226934
2002,T-021,Englewood Mall,Beginning Balance,1583272
2002,T-021,Englewood Mall,Ending Balance,2108958
2002,T-106,Englewood Neighborhood,Ending Balance,0
2002,T-002,"Forty-first Street and Dr. Martin Luther King, Jr. Drive",Beginning Balance,119085
2002,T-002,"Forty-first Street and Dr. Martin Luther King, Jr. Drive",Ending Balance,69800
2002,T-087,Fullerton/Milwaukee,Beginning Balance,712491
2002,T-087,Fullerton/Milwaukee,Ending Balance,2567007
2002,T-022,Fullteron/Normandy,Beginning Balance,1291156
2002,T-022,Fullteron/Normandy,Ending Balance,1887246
2002,T-071,Galewood/Armitage Industrial,Beginning Balance,567032
2002,T-071,Galewood/Armitage Industrial,Ending Balance,891285
2002,T-023,Goose Island,Beginning Balance,4071964
2002,T-023,Goose Island,Ending Balance,4106890
2002,T-066,Greater Southwest Industrial Corridor (East),Beginning Balance,418251
2002,T-066,Greater Southwest Industrial Corridor (East),Ending Balance,43454
2002,T-092,Greater Southwest Industrial Corridor (West),Beginning Balance,319088
2002,T-092,Greater Southwest Industrial Corridor (West),Ending Balance,1223332
2002,T-025,Homan/Grand Trunk,Beginning Balance,752582
2002,T-025,Homan/Grand Trunk,Ending Balance,791023
2002,T-024,Homan-Arthington,Beginning Balance,781665
2002,T-024,Homan-Arthington,Ending Balance,1436787
2002,T-026,Howard-Paulina,Beginning Balance,2505541
2002,T-026,Howard-Paulina,Ending Balance,4138757
2002,T-108,Humboldt Park Commercial,Beginning Balance,0
2002,T-108,Humboldt Park Commercial,Ending Balance,215935
2002,T-027,Irving/Cicero,Beginning Balance,947070
2002,T-027,Irving/Cicero,Ending Balance,710366
2002,T-057,Jefferson Park Business District,Beginning Balance,812194
2002,T-057,Jefferson Park Business District,Ending Balance,750326
2002,T-101,Jefferson/Roosevelt,Beginning Balance,517431
2002,T-101,Jefferson/Roosevelt,Ending Balance,1131953
2002,T-052,Kinzie Industrial Corridor,Beginning Balance,7886026
2002,T-052,Kinzie Industrial Corridor,Ending Balance,10300296
2002,T-103,Lake Calumet Area Industrial,Beginning Balance,0
2002,T-103,Lake Calumet Area Industrial,Ending Balance,770583
2002,T-119,Lakefront,Beginning Balance,0
2002,T-119,Lakefront,Ending Balance,0
2002,T-109,Lawrence/Broadway,Beginning Balance,0
2002,T-109,Lawrence/Broadway,Ending Balance,406733
2002,T-088,Lawrence/Kedzie,Beginning Balance,1271490
2002,T-088,Lawrence/Kedzie,Ending Balance,1447456
2002,T-116,Lawrence/Pulaski,Beginning Balance,0
2002,T-116,Lawrence/Pulaski,Ending Balance,0
2002,T-077,Lincoln Avenue,Beginning Balance,1039998
2002,T-077,Lincoln Avenue,Ending Balance,1964493
2002,T-028,Lincoln-Belmont-Ashland,Beginning Balance,2004105
2002,T-028,Lincoln-Belmont-Ashland,Ending Balance,1957720
2002,T-126,Madden/Wells,Beginning Balance,0
2002,T-126,Madden/Wells,Ending Balance,0
2002,T-075,Madison/Austin Corridor,Beginning Balance,150214
2002,T-075,Madison/Austin Corridor,Ending Balance,259356
2002,T-029,Michigan/Cermak,Beginning Balance,885570
2002,T-029,Michigan/Cermak,Ending Balance,1102216
2002,T-089,Midway Industrial Corridor,Beginning Balance,106149
2002,T-089,Midway Industrial Corridor,Ending Balance,216666
2002,T-095,Midwest,Beginning Balance,2201893
2002,T-095,Midwest,Ending Balance,5856291
2002,T-102,Montclare,Beginning Balance,5089
2002,T-102,Montclare,Ending Balance,78851
2002,T-030,Near North,Beginning Balance,15331860
2002,T-030,Near North,Ending Balance,15857114
2002,T-031,Near South,Beginning Balance,70715553
2002,T-031,Near South,Ending Balance,42591426
2002,T-032,Near West,Beginning Balance,18025818
2002,T-032,Near West,Ending Balance,21615797
2002,T-033,North Branch (North),Beginning Balance,3581348
2002,T-033,North Branch (North),Ending Balance,4692262
2002,T-034,North Branch (South),Beginning Balance,2239833
2002,T-034,North Branch (South),Ending Balance,4457711
2002,T-035,North-Cicero,Beginning Balance,134873
2002,T-035,North-Cicero,Ending Balance,224799
2002,T-064,Northwest Industrial Corridor,Beginning Balance,1453597
2002,T-064,Northwest Industrial Corridor,Ending Balance,2933212
2002,T-100,Ohio/Wabash,Beginning Balance,97733
2002,T-100,Ohio/Wabash,Ending Balance,143408
2002,T-090,Peterson/Cicero,Beginning Balance,0
2002,T-090,Peterson/Cicero,Ending Balance,0
2002,T-091,Peterson/Pulaski,Beginning Balance,241210
2002,T-091,Peterson/Pulaski,Ending Balance,512178
2002,T-053,Pilsen Industrial Corridor,Beginning Balance,3607221
2002,T-053,Pilsen Industrial Corridor,Ending Balance,6053057
2002,T-058,Portage Park,Beginning Balance,1725222
2002,T-058,Portage Park,Ending Balance,1898869
2002,T-069,Pulaski Corridor,Beginning Balance,874789
2002,T-069,Pulaski Corridor,Ending Balance,1273743
2002,T-036,Read-Dunning,Beginning Balance,7676371
2002,T-036,Read-Dunning,Ending Balance,1538857
2002,T-037,River South,Beginning Balance,6946739
2002,T-037,River South,Ending Balance,9751054
2002,T-104,River West,Beginning Balance,0
2002,T-104,River West,Ending Balance,432518
2002,T-039,Roosevelt/Canal,Beginning Balance,1279958
2002,T-039,Roosevelt/Canal,Ending Balance,818102
2002,T-038,Roosevelt/Cicero,Beginning Balance,249342
2002,T-038,Roosevelt/Cicero,Ending Balance,139401
2002,T-062,Roosevelt/Racine,Beginning Balance,40443
2002,T-062,Roosevelt/Racine,Ending Balance,46134
2002,T-068,Roosevelt/Union,Beginning Balance,17871
2002,T-068,Roosevelt/Union,Ending Balance,23090
2002,T-040,Roosevelt-Homan,Beginning Balance,2005246
2002,T-040,Roosevelt-Homan,Ending Balance,2384296
2002,T-113,Roseland/Michigan,Beginning Balance,0
2002,T-113,Roseland/Michigan,Ending Balance,0
2002,T-041,Ryan/Garfield,Beginning Balance,2420919
2002,T-041,Ryan/Garfield,Ending Balance,2745903
2002,T-042,Sanitary Drainage and Ship Canal,Beginning Balance,2323335
2002,T-042,Sanitary Drainage and Ship Canal,Ending Balance,1102379
2002,T-093,South Chicago,Beginning Balance,302992
2002,T-093,South Chicago,Ending Balance,606440
2002,T-078,South Works Industrial,Beginning Balance,6266
2002,T-078,South Works Industrial,Ending Balance,115812
2002,T-043,Stockyards Annex,Beginning Balance,3076311
2002,T-043,Stockyards Annex,Ending Balance,3846567
2002,T-044,Stockyards Industrial Commercial,Beginning Balance,8559969
2002,T-044,Stockyards Industrial Commercial,Ending Balance,8415508
2002,T-045,Stockyards Southeast Quadrant Industrial,Beginning Balance,15144287
2002,T-045,Stockyards Southeast Quadrant Industrial,Ending Balance,13640164
2002,T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Beginning Balance,2417532
2002,T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Ending Balance,3157552
2002,T-046,West Grand,Beginning Balance,237689
2002,T-046,West Grand,Ending Balance,373305
2002,T-083,West Irving Park,Beginning Balance,0
2002,T-083,West Irving Park,Ending Balance,2131688
2002,T-050,West Pullman Industrial Park Conservation Area,Beginning Balance,40485
2002,T-050,West Pullman Industrial Park Conservation Area,Ending Balance,347
2002,T-047,West Ridge/Peterson,Beginning Balance,1882026
2002,T-047,West Ridge/Peterson,Ending Balance,2391627
2002,T-084,Western Avenue North,Beginning Balance,246721
2002,T-084,Western Avenue North,Ending Balance,2147775
2002,T-085,Western Avenue South,Beginning Balance,0
2002,T-085,Western Avenue South,Ending Balance,502496
2002,T-048,Western/Ogden,Beginning Balance,929752
2002,T-048,Western/Ogden,Ending Balance,669341
2002,T-110,Wilson Yard,Beginning Balance,0
2002,T-110,Wilson Yard,Ending Balance,1636337
2002,T-065,Woodlawn,Beginning Balance,63299
2002,T-065,Woodlawn,Ending Balance,99657
2001,T-111,105th/Vincennes,Beginning Balance,0
2001,T-111,105th/Vincennes,Ending Balance,0
2001,T-073,111th Street/Kedzie Avenue Business District,Beginning Balance,37784
2001,T-073,111th Street/Kedzie Avenue Business District,Ending Balance,444984
2001,T-010,126th and Torrence,Beginning Balance,0
2001,T-010,126th and Torrence,Ending Balance,0
2001,T-072,24th/Michigan,Beginning Balance,48261
2001,T-072,24th/Michigan,Ending Balance,330236
2001,T-051,26th/Kostner,Beginning Balance,0
2001,T-051,26th/Kostner,Ending Balance,19865
2001,T-079,35th and Wallace,Beginning Balance,31868
2001,T-079,35th and Wallace,Ending Balance,56935
2001,T-001,35th/Halsted,Beginning Balance,719052
2001,T-001,35th/Halsted,Ending Balance,1170976
2001,T-055,43rd/Cottage Grove,Beginning Balance,145072
2001,T-055,43rd/Cottage Grove,Ending Balance,384127
2001,T-003,43rd/Damen,Beginning Balance,668791
2001,T-003,43rd/Damen,Ending Balance,798407
2001,T-004,49th Street/St. Lawrence Avenue,Beginning Balance,139217
2001,T-004,49th Street/St. Lawrence Avenue,Ending Balance,102130
2001,T-097,51st/Archer,Beginning Balance,0
2001,T-097,51st/Archer,Ending Balance,1895
2001,T-105,53rd Street,Beginning Balance,0
2001,T-105,53rd Street,Ending Balance,0
2001,T-005,60th and Western,Beginning Balance,569664
2001,T-005,60th and Western,Ending Balance,719209
2001,T-098,63rd/Pulaski,Beginning Balance,0
2001,T-098,63rd/Pulaski,Ending Balance,50452
2001,T-060,71st/Stony Island,Beginning Balance,0
2001,T-060,71st/Stony Island,Ending Balance,286394
2001,T-006,72nd and Cicero,Beginning Balance,390616
2001,T-006,72nd and Cicero,Ending Balance,563745
2001,T-007,73rd and Kedzie,Beginning Balance,291694
2001,T-007,73rd and Kedzie,Ending Balance,298231
2001,T-056,79th Street Corridor,Beginning Balance,380543
2001,T-056,79th Street Corridor,Ending Balance,593810
2001,T-112,79th Street/Southwest Highway,Beginning Balance,0
2001,T-112,79th Street/Southwest Highway,Ending Balance,0
2001,T-049,89th and State,Beginning Balance,0
2001,T-049,89th and State,Ending Balance,248762
2001,T-009,95th and Western,Beginning Balance,1632192
2001,T-009,95th and Western,Ending Balance,1681626
2001,T-008,95th Street and Stony Island,Beginning Balance,644112
2001,T-008,95th Street and Stony Island,Ending Balance,1136618
2001,T-011,Addison Corridor North,Beginning Balance,249956
2001,T-011,Addison Corridor North,Ending Balance,406868
2001,T-080,Addison/Kimball,Beginning Balance,0
2001,T-080,Addison/Kimball,Ending Balance,9925
2001,T-067,Archer Courts,Beginning Balance,337
2001,T-067,Archer Courts,Ending Balance,771
2001,T-099,Archer/Central,Beginning Balance,0
2001,T-099,Archer/Central,Ending Balance,0
2001,T-081,Belmont/Central,Beginning Balance,0
2001,T-081,Belmont/Central,Ending Balance,0
2001,T-082,Belmont/Cicero,Beginning Balance,0
2001,T-082,Belmont/Cicero,Ending Balance,164206
2001,T-012,Bloomingdale/Laramie,Beginning Balance,439
2001,T-012,Bloomingdale/Laramie,Ending Balance,449
2001,T-061,Bronzeville,Beginning Balance,211478
2001,T-061,Bronzeville,Ending Balance,144686
2001,T-013,Bryn Mawr/Broadway,Beginning Balance,970316
2001,T-013,Bryn Mawr/Broadway,Ending Balance,1333915
2001,T-059,Calumet Avenue/Cermak Road,Beginning Balance,162088
