Fiscal Year,TIF Number,TIF Name,Period,Amount
2012,T-045,Stockyards Southeast Quadrant Industrial,Beginning Balance,9332854
2012,T-045,Stockyards Southeast Quadrant Industrial,Ending Balance,10352405
2012,T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Beginning Balance,8863572
2012,T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Ending Balance,7011800
2012,T-146,Touhy/Western,Beginning Balance,9568912
2012,T-146,Touhy/Western,Ending Balance,9595420
2012,T-158,Weed/Freemont,Beginning Balance,607125
2012,T-158,Weed/Freemont,Ending Balance,562137
2012,T-046,West Grand,Beginning Balance,264962
2012,T-046,West Grand,Ending Balance,294574
2012,T-083,West Irving Park,Beginning Balance,5795107
2012,T-083,West Irving Park,Ending Balance,5923231
2012,T-050,West Pullman Industrial Park Conservation Area,Beginning Balance,34063
2012,T-050,West Pullman Industrial Park Conservation Area,Ending Balance,27917
2012,T-171,West Woodlawn,Beginning Balance,101579
2012,T-171,West Woodlawn,Ending Balance,102530
2012,T-084,Western Avenue North,Beginning Balance,19650604
2012,T-084,Western Avenue North,Ending Balance,20218003
2012,T-085,Western Avenue South,Beginning Balance,23616002
2012,T-085,Western Avenue South,Ending Balance,22848255
2012,T-142,Western Avenue/Rock Island,Beginning Balance,7815773
2012,T-142,Western Avenue/Rock Island,Ending Balance,8108370
2012,T-048,Western/Ogden,Beginning Balance,23317899
2012,T-048,Western/Ogden,Ending Balance,28877994
2012,T-110,Wilson Yard,Beginning Balance,18789289
2012,T-110,Wilson Yard,Ending Balance,15977683
2012,T-065,Woodlawn,Beginning Balance,12746729
2012,T-065,Woodlawn,Ending Balance,12505730
2011,T-111,105th/Vincennes,Beginning Balance,1150733
2011,T-111,105th/Vincennes,Ending Balance,1489234
2011,T-073,111th Street/Kedzie Avenue Business District,Beginning Balance,2092629
2011,T-073,111th Street/Kedzie Avenue Business District,Ending Balance,2666952
2011,T-114,119th and Halsted,Beginning Balance,3512960
2011,T-114,119th and Halsted,Ending Balance,3674791
2011,T-125,119th/I-57,Beginning Balance,3440293
2011,T-125,119th/I-57,Ending Balance,5518764
2011,T-010,126th and Torrence,Beginning Balance,526198
2011,T-010,126th and Torrence,Ending Balance,1277733
2011,T-159,134th and Avenue K,Beginning Balance,2547
2011,T-159,134th and Avenue K,Ending Balance,22188
2011,T-072,24th/Michigan,Beginning Balance,3508750
2011,T-072,24th/Michigan,Ending Balance,4312727
2011,T-141,26th and King Drive,Beginning Balance,1240434
2011,T-141,26th and King Drive,Ending Balance,271012
2011,T-079,35th and Wallace,Beginning Balance,2266157
2011,T-079,35th and Wallace,Ending Balance,3153280
2011,T-001,35th/Halsted,Beginning Balance,19386107
2011,T-001,35th/Halsted,Ending Balance,21477475
2011,T-131,35th/State,Beginning Balance,2719919
2011,T-131,35th/State,Ending Balance,4841426
2011,T-132,40th/State,Beginning Balance,0
2011,T-132,40th/State,Ending Balance,0
2011,T-055,43rd/Cottage Grove,Beginning Balance,7066507
2011,T-055,43rd/Cottage Grove,Ending Balance,9144966
2011,T-120,45th/Western Industrial Park Conservation Area,Beginning Balance,243273
2011,T-120,45th/Western Industrial Park Conservation Area,Ending Balance,312974
2011,T-117,47th/Ashland,Beginning Balance,31101735
2011,T-117,47th/Ashland,Ending Balance,19733059
2011,T-121,47th/Halsted,Beginning Balance,11210430
2011,T-121,47th/Halsted,Ending Balance,13942869
2011,T-118,47th/King Drive,Beginning Balance,32950255
2011,T-118,47th/King Drive,Ending Balance,34091838
2011,T-136,47th/State,Beginning Balance,6790001
2011,T-136,47th/State,Ending Balance,6290817
2011,T-004,49th Street/St. Lawrence Avenue,Beginning Balance,1904910
2011,T-004,49th Street/St. Lawrence Avenue,Ending Balance,2350484
2011,T-097,51st/Archer,Beginning Balance,10123632
2011,T-097,51st/Archer,Ending Balance,12876704
2011,T-105,53rd Street,Beginning Balance,3702001
2011,T-105,53rd Street,Ending Balance,2376845
2011,T-005,60th and Western,Beginning Balance,3390990
2011,T-005,60th and Western,Ending Balance,3607525
2011,T-143,63rd/Ashland,Beginning Balance,0
2011,T-143,63rd/Ashland,Ending Balance,1574590
2011,T-098,63rd/Pulaski,Beginning Balance,8472916
2011,T-098,63rd/Pulaski,Ending Balance,6462595
2011,T-124,67th/Cicero,Beginning Balance,421396
2011,T-124,67th/Cicero,Ending Balance,686832
2011,T-138,69th/Ashland,Beginning Balance,732498
2011,T-138,69th/Ashland,Ending Balance,1079091
2011,T-060,71st/Stony Island,Beginning Balance,23858686
2011,T-060,71st/Stony Island,Ending Balance,15894934
2011,T-006,72nd and Cicero,Beginning Balance,2369962
2011,T-006,72nd and Cicero,Ending Balance,2664646
2011,T-007,73rd and Kedzie,Beginning Balance,427324
2011,T-007,73rd and Kedzie,Ending Balance,425619
2011,T-145,73rd/University,Beginning Balance,1858226
2011,T-145,73rd/University,Ending Balance,2506159
2011,T-056,79th Street Corridor,Beginning Balance,4730982
2011,T-056,79th Street Corridor,Ending Balance,5804403
2011,T-112,79th Street/Southwest Highway,Beginning Balance,4667559
2011,T-112,79th Street/Southwest Highway,Ending Balance,5398764
2011,T-140,79th/Cicero,Beginning Balance,958007
2011,T-140,79th/Cicero,Ending Balance,586164
2011,T-155,79th/Vincennes,Beginning Balance,1362750
2011,T-155,79th/Vincennes,Ending Balance,1865644
2011,T-133,83rd/Stewart,Beginning Balance,944005
2011,T-133,83rd/Stewart,Ending Balance,1364145
2011,T-127,87th/Cottage Grove,Beginning Balance,5677913
2011,T-127,87th/Cottage Grove,Ending Balance,6862887
2011,T-049,89th and State,Beginning Balance,418564
2011,T-049,89th and State,Ending Balance,88063
2011,T-009,95th and Western,Beginning Balance,4681487
2011,T-009,95th and Western,Ending Balance,4798936
2011,T-008,95th Street and Stony Island,Beginning Balance,1830355
2011,T-008,95th Street and Stony Island,Ending Balance,2068462
2011,T-011,Addison Corridor North,Beginning Balance,10636632
2011,T-011,Addison Corridor North,Ending Balance,8692808
2011,T-150,Addison South,Beginning Balance,5277811
2011,T-150,Addison South,Ending Balance,8132601
2011,T-067,Archer Courts,Beginning Balance,1440085
2011,T-067,Archer Courts,Ending Balance,1624962
2011,T-099,Archer/Central,Beginning Balance,2152639
2011,T-099,Archer/Central,Ending Balance,2893656
2011,T-163,Archer/Western,Beginning Balance,484423
2011,T-163,Archer/Western,Ending Balance,964086
2011,T-151,Armitage/Pulaski,Beginning Balance,813486
2011,T-151,Armitage/Pulaski,Ending Balance,1073423
2011,T-156,Austin Commercial,Beginning Balance,3339338
2011,T-156,Austin Commercial,Ending Balance,4386206
2011,T-123,Avalon Park/South Shore,Beginning Balance,2576252
2011,T-123,Avalon Park/South Shore,Ending Balance,3041451
2011,T-167,Avondale,Beginning Balance,1253869
2011,T-167,Avondale,Ending Balance,1402047
2011,T-081,Belmont/Central,Beginning Balance,11917240
2011,T-081,Belmont/Central,Ending Balance,12501597
2011,T-082,Belmont/Cicero,Beginning Balance,2580550
2011,T-082,Belmont/Cicero,Ending Balance,3410808
2011,T-061,Bronzeville,Beginning Balance,21474341
2011,T-061,Bronzeville,Ending Balance,16703371
2011,T-013,Bryn Mawr/Broadway,Beginning Balance,8054823
2011,T-013,Bryn Mawr/Broadway,Ending Balance,10057845
2011,T-059,Calumet Avenue/Cermak Road,Beginning Balance,73309502
2011,T-059,Calumet Avenue/Cermak Road,Ending Balance,8756646
2011,T-168,Calumet River,Beginning Balance,0
2011,T-063,Canal/Congress,Beginning Balance,53766168
2011,T-063,Canal/Congress,Ending Balance,42206155
2011,T-086,Central West,Beginning Balance,50204980
2011,T-086,Central West,Ending Balance,63312034
2011,T-015,Chatham-Ridge,Beginning Balance,8231736
2011,T-015,Chatham-Ridge,Ending Balance,-4086
2011,T-170,Chicago Lakeside Development Ph.1,Beginning Balance,0
2011,T-170,Chicago Lakeside Development Ph.1,Ending Balance,0
2011,T-115,Chicago/Central Park,Beginning Balance,75197329
2011,T-115,Chicago/Central Park,Ending Balance,68107901
2011,T-094,Chicago/Kingsbury,Beginning Balance,32268163
2011,T-094,Chicago/Kingsbury,Ending Balance,24781652
2011,T-016,Chinatown Basin,Beginning Balance,14659269
2011,T-016,Chinatown Basin,Ending Balance,0
2011,T-096,Cicero/Archer,Beginning Balance,5739635
2011,T-096,Cicero/Archer,Ending Balance,6522989
2011,T-074,Clark Street and Ridge Avenue,Beginning Balance,7786241
2011,T-074,Clark Street and Ridge Avenue,Ending Balance,9959343
2011,T-070,Clark/Montrose,Beginning Balance,8001156
2011,T-070,Clark/Montrose,Ending Balance,9820752
2011,T-128,Commercial Avenue,Beginning Balance,9727811
2011,T-128,Commercial Avenue,Ending Balance,10506800
2011,T-134,Devon/Sheridan,Beginning Balance,1536708
2011,T-134,Devon/Sheridan,Ending Balance,2270271
2011,T-076,Devon/Western,Beginning Balance,9948576
2011,T-076,Devon/Western,Ending Balance,8336882
2011,T-129,Diversey/Narragansett,Beginning Balance,2913475
2011,T-129,Diversey/Narragansett,Ending Balance,2200961
2011,T-107,Division/Homan,Beginning Balance,5210637
2011,T-107,Division/Homan,Ending Balance,6799115
2011,T-018,Division/North Branch,Beginning Balance,244582
2011,T-018,Division/North Branch,Ending Balance,487687
2011,T-017,Division-Hooker,Beginning Balance,1728094
2011,T-017,Division-Hooker,Ending Balance,1898310
2011,T-122,Drexel Boulevard,Beginning Balance,240313
2011,T-122,Drexel Boulevard,Ending Balance,353760
2011,T-019,Eastman/North Branch,Beginning Balance,1469856
2011,T-019,Eastman/North Branch,Ending Balance,1712265
2011,T-130,Edgewater/Ashland,Beginning Balance,3826110
2011,T-130,Edgewater/Ashland,Ending Balance,1771772
2011,T-153,Elston/Armstrong Industrial Corridor,Beginning Balance,1251442
2011,T-153,Elston/Armstrong Industrial Corridor,Ending Balance,1676641
2011,T-021,Englewood Mall,Beginning Balance,5429628
2011,T-021,Englewood Mall,Ending Balance,5064555
2011,T-106,Englewood Neighborhood,Beginning Balance,23756727
2011,T-106,Englewood Neighborhood,Ending Balance,24047684
2011,T-169,Ewing Avenue,Beginning Balance,647046
2011,T-169,Ewing Avenue,Ending Balance,894933
2011,T-002,"Forty-first Street and Dr. Martin Luther King, Jr. Drive",Beginning Balance,723077
2011,T-002,"Forty-first Street and Dr. Martin Luther King, Jr. Drive",Ending Balance,876942
2011,T-087,Fullerton/Milwaukee,Beginning Balance,40622758
2011,T-087,Fullerton/Milwaukee,Ending Balance,23415183
2011,T-071,Galewood/Armitage Industrial,Beginning Balance,19828677
2011,T-071,Galewood/Armitage Industrial,Ending Balance,21745998
2011,T-023,Goose Island,Beginning Balance,10171100
2011,T-023,Goose Island,Ending Balance,11515794
2011,T-066,Greater Southwest Industrial Corridor (East),Beginning Balance,2025144
2011,T-066,Greater Southwest Industrial Corridor (East),Ending Balance,2671427
2011,T-092,Greater Southwest Industrial Corridor (West),Beginning Balance,9737142
2011,T-092,Greater Southwest Industrial Corridor (West),Ending Balance,9465117
2011,T-148,Harlem Industrial Park Conservation Area,Beginning Balance,701057
2011,T-148,Harlem Industrial Park Conservation Area,Ending Balance,731437
2011,T-144,Harrison/Central,Beginning Balance,1255237
2011,T-144,Harrison/Central,Ending Balance,1783795
2011,T-157,Hollywood/Sheridan,Beginning Balance,2323240
2011,T-157,Hollywood/Sheridan,Ending Balance,2235961
2011,T-025,Homan/Grand Trunk,Beginning Balance,2528828
2011,T-025,Homan/Grand Trunk,Ending Balance,2790976
2011,T-024,Homan-Arthington,Beginning Balance,4469430
2011,T-024,Homan-Arthington,Ending Balance,4868532
2011,T-026,Howard-Paulina,Beginning Balance,3481767
2011,T-026,Howard-Paulina,Ending Balance,4787082
2011,T-108,Humboldt Park Commercial,Beginning Balance,9262754
2011,T-108,Humboldt Park Commercial,Ending Balance,11237614
2011,T-165,Irving Park/Elston,Beginning Balance,507998
2011,T-165,Irving Park/Elston,Ending Balance,823676
2011,T-027,Irving/Cicero,Beginning Balance,677920
2011,T-027,Irving/Cicero,Ending Balance,1137713
2011,T-057,Jefferson Park Business District,Beginning Balance,3567009
2011,T-057,Jefferson Park Business District,Ending Balance,4562681
2011,T-101,Jefferson/Roosevelt,Beginning Balance,16078011
2011,T-101,Jefferson/Roosevelt,Ending Balance,11716983
2011,T-160,Kennedy/Kimball,Beginning Balance,383941
2011,T-160,Kennedy/Kimball,Ending Balance,749620
2011,T-052,Kinzie Industrial Corridor,Beginning Balance,50393394
2011,T-052,Kinzie Industrial Corridor,Ending Balance,46623992
2011,T-162,Kostner Avenue,Beginning Balance,2398
2011,T-162,Kostner Avenue,Ending Balance,2140
2011,T-103,Lake Calumet Area Industrial,Beginning Balance,14402458
2011,T-103,Lake Calumet Area Industrial,Ending Balance,14940000
2011,T-119,Lakefront,Beginning Balance,519491
2011,T-119,Lakefront,Ending Balance,718774
2011,T-137,Lakeside/Clarendon,Beginning Balance,290530
2011,T-137,Lakeside/Clarendon,Ending Balance,551685
2011,T-147,LaSalle Central,Beginning Balance,47454250
2011,T-147,LaSalle Central,Ending Balance,32578230
2011,T-109,Lawrence/Broadway,Beginning Balance,7533292
2011,T-109,Lawrence/Broadway,Ending Balance,10960069
2011,T-088,Lawrence/Kedzie,Beginning Balance,18545129
2011,T-088,Lawrence/Kedzie,Ending Balance,22815080
2011,T-116,Lawrence/Pulaski,Beginning Balance,7519872
2011,T-116,Lawrence/Pulaski,Ending Balance,9458413
2011,T-077,Lincoln Avenue,Beginning Balance,14571633
2011,T-077,Lincoln Avenue,Ending Balance,9719658
2011,T-028,Lincoln-Belmont-Ashland,Beginning Balance,1605353
2011,T-028,Lincoln-Belmont-Ashland,Ending Balance,1657506
2011,T-164,Little Village East,Beginning Balance,168656
2011,T-164,Little Village East,Ending Balance,356898
2011,T-152,Little Village Industrial Corridor,Beginning Balance,1779165
2011,T-152,Little Village Industrial Corridor,Ending Balance,1803990
2011,T-126,Madden/Wells,Beginning Balance,1303284
2011,T-126,Madden/Wells,Ending Balance,1592431
2011,T-075,Madison/Austin Corridor,Beginning Balance,8490168
2011,T-075,Madison/Austin Corridor,Ending Balance,12927695
2011,T-029,Michigan/Cermak,Beginning Balance,2633236
2011,T-029,Michigan/Cermak,Ending Balance,3588000
2011,T-089,Midway Industrial Corridor,Beginning Balance,4092245
2011,T-089,Midway Industrial Corridor,Ending Balance,4322967
2011,T-095,Midwest,Beginning Balance,41464850
2011,T-095,Midwest,Ending Balance,40526645
2011,T-102,Montclare,Beginning Balance,763625
2011,T-102,Montclare,Ending Balance,768350
2011,T-173,Montrose/Clarendon,Beginning Balance,0
2011,T-173,Montrose/Clarendon,Ending Balance,0
2011,T-030,Near North,Beginning Balance,51317215
2011,T-030,Near North,Ending Balance,54857756
2011,T-031,Near South,Beginning Balance,162621625
2011,T-031,Near South,Ending Balance,171266030
2011,T-032,Near West,Beginning Balance,54282776
2011,T-032,Near West,Ending Balance,40291131
2011,T-033,North Branch (North),Beginning Balance,27490793
2011,T-033,North Branch (North),Ending Balance,31570751
2011,T-034,North Branch (South),Beginning Balance,28914730
2011,T-034,North Branch (South),Ending Balance,31216015
2011,T-166,North Pullman,Beginning Balance,287052
2011,T-166,North Pullman,Ending Balance,332648
2011,T-035,North-Cicero,Beginning Balance,1576835
2011,T-035,North-Cicero,Ending Balance,2094422
2011,T-064,Northwest Industrial Corridor,Beginning Balance,18311486
2011,T-064,Northwest Industrial Corridor,Ending Balance,19563255
2010,T-145,73rd/University,Ending Balance,1858226
2011,T-161,Ogden/Pulaski,Beginning Balance,3860030
2011,T-161,Ogden/Pulaski,Ending Balance,5456009
2011,T-100,Ohio/Wabash,Beginning Balance,592318
2011,T-100,Ohio/Wabash,Ending Balance,1335453
2011,T-154,Pershing/King,Beginning Balance,831188
2011,T-154,Pershing/King,Ending Balance,-52391
2011,T-090,Peterson/Cicero,Beginning Balance,1032528
2011,T-090,Peterson/Cicero,Ending Balance,1320380
2011,T-091,Peterson/Pulaski,Beginning Balance,5160976
2011,T-091,Peterson/Pulaski,Ending Balance,5783250
2011,T-053,Pilsen Industrial Corridor,Beginning Balance,50598633
2011,T-053,Pilsen Industrial Corridor,Ending Balance,50146706
2011,T-058,Portage Park,Beginning Balance,15351560
2011,T-058,Portage Park,Ending Balance,13792527
2011,T-135,Pratt/Ridge Industrial Park Conservation Area,Beginning Balance,925348
2011,T-135,Pratt/Ridge Industrial Park Conservation Area,Ending Balance,396727
2011,T-069,Pulaski Corridor,Beginning Balance,11438019
2011,T-069,Pulaski Corridor,Ending Balance,13164951
2011,T-172,Randolph/Wells,Beginning Balance,2105
2011,T-172,Randolph/Wells,Ending Balance,63265
2011,T-139,Ravenswood Corridor,Beginning Balance,3109977
2011,T-139,Ravenswood Corridor,Ending Balance,3817454
2011,T-036,Read-Dunning,Beginning Balance,10871369
2011,T-036,Read-Dunning,Ending Balance,10734991
2011,T-037,River South,Beginning Balance,34544557
2011,T-037,River South,Ending Balance,42017523
2011,T-104,River West,Beginning Balance,28286360
2011,T-104,River West,Ending Balance,36970536
2011,T-039,Roosevelt/Canal,Beginning Balance,1165439
2011,T-039,Roosevelt/Canal,Ending Balance,2310364
2011,T-038,Roosevelt/Cicero,Beginning Balance,11969384
2011,T-038,Roosevelt/Cicero,Ending Balance,12191164
2011,T-062,Roosevelt/Racine,Beginning Balance,2967535
2011,T-062,Roosevelt/Racine,Ending Balance,3032965
2011,T-068,Roosevelt/Union,Beginning Balance,5260916
2011,T-068,Roosevelt/Union,Ending Balance,10038853
2011,T-040,Roosevelt-Homan,Beginning Balance,7389750
2011,T-040,Roosevelt-Homan,Ending Balance,7892603
2011,T-113,Roseland/Michigan,Beginning Balance,2751885
2011,T-113,Roseland/Michigan,Ending Balance,3549309
2011,T-042,Sanitary Drainage and Ship Canal,Beginning Balance,1876171
2011,T-042,Sanitary Drainage and Ship Canal,Ending Balance,1562369
2011,T-093,South Chicago,Beginning Balance,4252143
2011,T-093,South Chicago,Ending Balance,5512985
2011,T-078,South Works Industrial,Beginning Balance,977655
2011,T-078,South Works Industrial,Ending Balance,1071536
2011,T-149,Stevenson/Brighton,Beginning Balance,2429367
2011,T-149,Stevenson/Brighton,Ending Balance,3210883
2011,T-043,Stockyards Annex,Beginning Balance,14346998
2011,T-043,Stockyards Annex,Ending Balance,14372607
2011,T-044,Stockyards Industrial Commercial,Beginning Balance,5111876
2011,T-044,Stockyards Industrial Commercial,Ending Balance,5300267
2011,T-045,Stockyards Southeast Quadrant Industrial,Beginning Balance,9802759
2011,T-045,Stockyards Southeast Quadrant Industrial,Ending Balance,9332854
2011,T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Beginning Balance,7980090
2011,T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Ending Balance,8863572
2011,T-146,Touhy/Western,Beginning Balance,9745952
2011,T-146,Touhy/Western,Ending Balance,9568912
2011,T-158,Weed/Freemont,Beginning Balance,157089
2011,T-158,Weed/Freemont,Ending Balance,607125
2011,T-046,West Grand,Beginning Balance,194851
2011,T-046,West Grand,Ending Balance,264962
2011,T-083,West Irving Park,Beginning Balance,4791180
2011,T-083,West Irving Park,Ending Balance,5795107
2011,T-050,West Pullman Industrial Park Conservation Area,Beginning Balance,91951
2011,T-050,West Pullman Industrial Park Conservation Area,Ending Balance,34063
2011,T-047,West Ridge/Peterson,Beginning Balance,721280
2011,T-047,West Ridge/Peterson,Ending Balance,0
2011,T-171,West Woodlawn,Beginning Balance,0
2011,T-171,West Woodlawn,Ending Balance,101579
2011,T-084,Western Avenue North,Beginning Balance,15440620
2011,T-084,Western Avenue North,Ending Balance,19650604
2011,T-085,Western Avenue South,Beginning Balance,23946588
2011,T-085,Western Avenue South,Ending Balance,23616002
2011,T-142,Western Avenue/Rock Island,Beginning Balance,5697111
2011,T-142,Western Avenue/Rock Island,Ending Balance,7815773
2011,T-048,Western/Ogden,Beginning Balance,23364142
2011,T-048,Western/Ogden,Ending Balance,23317899
2011,T-110,Wilson Yard,Beginning Balance,16572992
2011,T-110,Wilson Yard,Ending Balance,18789289
2011,T-065,Woodlawn,Beginning Balance,11241257
2011,T-065,Woodlawn,Ending Balance,12746729
2010,T-111,105th/Vincennes,Beginning Balance,845521
2010,T-111,105th/Vincennes,Ending Balance,1150733
2010,T-073,111th Street/Kedzie Avenue Business District,Beginning Balance,2347308
2010,T-073,111th Street/Kedzie Avenue Business District,Ending Balance,2092629
2010,T-114,119th and Halsted,Beginning Balance,2774768
2010,T-114,119th and Halsted,Ending Balance,3512960
2010,T-125,119th/I-57,Beginning Balance,2893649
2010,T-125,119th/I-57,Ending Balance,3440293
2010,T-010,126th and Torrence,Beginning Balance,1081978
2010,T-010,126th and Torrence,Ending Balance,526198
2010,T-159,134th and Avenue K,Beginning Balance,0
2010,T-159,134th and Avenue K,Ending Balance,2547
2010,T-072,24th/Michigan,Beginning Balance,2407421
2010,T-072,24th/Michigan,Ending Balance,3508750
2010,T-141,26th and King Drive,Beginning Balance,235402
2010,T-141,26th and King Drive,Ending Balance,1240434
2010,T-079,35th and Wallace,Beginning Balance,1641498
2010,T-079,35th and Wallace,Ending Balance,2266157
2010,T-001,35th/Halsted,Beginning Balance,15391369
2010,T-001,35th/Halsted,Ending Balance,19386107
2010,T-131,35th/State,Beginning Balance,1864201
2010,T-131,35th/State,Ending Balance,2719919
2010,T-132,40th/State,Beginning Balance,0
2010,T-132,40th/State,Ending Balance,0
2010,T-055,43rd/Cottage Grove,Beginning Balance,7559298
2010,T-055,43rd/Cottage Grove,Ending Balance,7066507
2010,T-120,45th/Western Industrial Park Conservation Area,Beginning Balance,174357
2010,T-120,45th/Western Industrial Park Conservation Area,Ending Balance,243273
2010,T-117,47th/Ashland,Beginning Balance,11037081
2010,T-117,47th/Ashland,Ending Balance,31101735
2010,T-121,47th/Halsted,Beginning Balance,11805186
2010,T-121,47th/Halsted,Ending Balance,11210430
2010,T-118,47th/King Drive,Beginning Balance,27731588
2010,T-118,47th/King Drive,Ending Balance,32950255
2010,T-136,47th/State,Beginning Balance,5089915
2010,T-136,47th/State,Ending Balance,6790001
2010,T-004,49th Street/St. Lawrence Avenue,Beginning Balance,1581177
2010,T-004,49th Street/St. Lawrence Avenue,Ending Balance,1904910
2010,T-097,51st/Archer,Beginning Balance,4548471
2010,T-097,51st/Archer,Ending Balance,10123632
2010,T-105,53rd Street,Beginning Balance,3358710
2010,T-105,53rd Street,Ending Balance,3702001
2010,T-005,60th and Western,Beginning Balance,3210755
2010,T-005,60th and Western,Ending Balance,3390990
2010,T-143,63rd/Ashland,Beginning Balance,0
2010,T-143,63rd/Ashland,Ending Balance,0
2010,T-098,63rd/Pulaski,Beginning Balance,7397068
2010,T-098,63rd/Pulaski,Ending Balance,8472916
2010,T-124,67th/Cicero,Beginning Balance,355666
2010,T-124,67th/Cicero,Ending Balance,421396
2010,T-138,69th/Ashland,Beginning Balance,763735
2010,T-138,69th/Ashland,Ending Balance,732498
2010,T-060,71st/Stony Island,Beginning Balance,48551611
2010,T-060,71st/Stony Island,Ending Balance,23858686
2010,T-006,72nd and Cicero,Beginning Balance,2272895
2010,T-006,72nd and Cicero,Ending Balance,2369962
2010,T-007,73rd and Kedzie,Beginning Balance,429018
2010,T-007,73rd and Kedzie,Ending Balance,427324
2010,T-145,73rd/University,Beginning Balance,1559304
2010,T-056,79th Street Corridor,Beginning Balance,3767873
2010,T-056,79th Street Corridor,Ending Balance,4730982
2010,T-112,79th Street/Southwest Highway,Beginning Balance,5559775
2010,T-112,79th Street/Southwest Highway,Ending Balance,4667559
2010,T-140,79th/Cicero,Beginning Balance,440437
2010,T-140,79th/Cicero,Ending Balance,958007
2010,T-155,79th/Vincennes,Beginning Balance,799007
2010,T-155,79th/Vincennes,Ending Balance,1362750
2010,T-133,83rd/Stewart,Beginning Balance,536999
2010,T-133,83rd/Stewart,Ending Balance,944005
2010,T-127,87th/Cottage Grove,Beginning Balance,5250324
2010,T-127,87th/Cottage Grove,Ending Balance,5677913
2010,T-049,89th and State,Beginning Balance,393781
2010,T-049,89th and State,Ending Balance,418564
2010,T-009,95th and Western,Beginning Balance,4356302
2010,T-009,95th and Western,Ending Balance,4681487
2010,T-008,95th Street and Stony Island,Beginning Balance,3850530
2010,T-008,95th Street and Stony Island,Ending Balance,1830355
2010,T-011,Addison Corridor North,Beginning Balance,9219391
2010,T-011,Addison Corridor North,Ending Balance,10636632
2010,T-150,Addison South,Beginning Balance,2917500
2010,T-150,Addison South,Ending Balance,5277811
2010,T-067,Archer Courts,Beginning Balance,1305308
2010,T-067,Archer Courts,Ending Balance,1440085
2010,T-099,Archer/Central,Beginning Balance,1838714
2010,T-099,Archer/Central,Ending Balance,2152639
2010,T-163,Archer/Western,Beginning Balance,0
2010,T-163,Archer/Western,Ending Balance,484423
2010,T-151,Armitage/Pulaski,Beginning Balance,499413
2010,T-151,Armitage/Pulaski,Ending Balance,813486
2010,T-156,Austin Commercial,Beginning Balance,2119684
2010,T-156,Austin Commercial,Ending Balance,3339338
2010,T-123,Avalon Park/South Shore,Beginning Balance,2172833
2010,T-123,Avalon Park/South Shore,Ending Balance,2576252
2010,T-167,Avondale,Beginning Balance,0
2010,T-167,Avondale,Ending Balance,1253869
2010,T-081,Belmont/Central,Beginning Balance,9588817
2010,T-081,Belmont/Central,Ending Balance,11917240
2010,T-082,Belmont/Cicero,Beginning Balance,3987400
2010,T-082,Belmont/Cicero,Ending Balance,2580550
2010,T-061,Bronzeville,Beginning Balance,21486499
2010,T-061,Bronzeville,Ending Balance,21474341
2010,T-013,Bryn Mawr/Broadway,Beginning Balance,7367669
2010,T-013,Bryn Mawr/Broadway,Ending Balance,8054823
2010,T-059,Calumet Avenue/Cermak Road,Beginning Balance,66450877
2010,T-059,Calumet Avenue/Cermak Road,Ending Balance,73309502
2010,T-168,Calumet River,Beginning Balance,0
2010,T-168,Calumet River,Ending Balance,0
2010,T-063,Canal/Congress,Beginning Balance,54750701
2010,T-063,Canal/Congress,Ending Balance,53766168
2010,T-086,Central West,Beginning Balance,40975295
2010,T-086,Central West,Ending Balance,50204980
2010,T-015,Chatham-Ridge,Beginning Balance,12758563
2010,T-015,Chatham-Ridge,Ending Balance,8231736
2010,T-170,Chicago Lakeside Development Ph.1,Beginning Balance,0
2010,T-170,Chicago Lakeside Development Ph.1,Ending Balance,0
2010,T-115,Chicago/Central Park,Beginning Balance,25416108
2010,T-115,Chicago/Central Park,Ending Balance,75197329
2010,T-094,Chicago/Kingsbury,Beginning Balance,26892518
2010,T-094,Chicago/Kingsbury,Ending Balance,32268163
2010,T-016,Chinatown Basin,Beginning Balance,12913317
2010,T-016,Chinatown Basin,Ending Balance,14659269
2010,T-096,Cicero/Archer,Beginning Balance,5010476
2010,T-096,Cicero/Archer,Ending Balance,5739635
2010,T-074,Clark Street and Ridge Avenue,Beginning Balance,6888438
2010,T-074,Clark Street and Ridge Avenue,Ending Balance,7786241
2010,T-070,Clark/Montrose,Beginning Balance,9610566
2010,T-070,Clark/Montrose,Ending Balance,8001156
2010,T-128,Commercial Avenue,Beginning Balance,8124710
2010,T-128,Commercial Avenue,Ending Balance,9727811
2010,T-134,Devon/Sheridan,Beginning Balance,1142013
2010,T-134,Devon/Sheridan,Ending Balance,1536708
2010,T-076,Devon/Western,Beginning Balance,9537792
2010,T-076,Devon/Western,Ending Balance,9948576
2010,T-129,Diversey/Narragansett,Beginning Balance,4235045
2010,T-129,Diversey/Narragansett,Ending Balance,2913475
2010,T-107,Division/Homan,Beginning Balance,4077582
2010,T-107,Division/Homan,Ending Balance,5210637
2010,T-018,Division/North Branch,Beginning Balance,309711
2010,T-018,Division/North Branch,Ending Balance,244582
2010,T-017,Division-Hooker,Beginning Balance,1561829
2010,T-017,Division-Hooker,Ending Balance,1728094
